run_id,timestamp,strategy,universe,date_start,date_end,initial_capital,status,total_return,cagr,sharpe,sortino,max_drawdown,n_trades,win_rate,config_hash,engine_version,analysis_status,analysis_timestamp,evaluation_status,evaluation_timestamp,performance_rating,accounting_verified,validation_warnings
crypto_sma_crossover_20250910_153318,2025-09-10T13:33:18.268406Z,crypto_sma_crossover_rsi_atr_risk,binance_USDT,2023-06-01,2023-08-31,10000,completed,0.0621,0.24,1.12,1.45,-0.12,28,0.61,8cb25d27893203fda9cfbe78ed70470b68fadd0d7190aab34e615b6518f89771,1.0.0,analyzed,2025-09-10T13:53:45.264777+00:00,FAILED,2025-09-10T20:45:00+00:00,FAILED,FALSE,CRITICAL_ACCOUNTING_ERROR_13.75pct_discrepancy
